vegtype,auc_025_val,auc_100_val,prop_same,tss,tss_ppt_025,tss_ppt_100,tss_pptr_025,tss_pptr_100,prop_same_ppt_025,prop_same_ppt_100,prop_same_pptr_025,prop_same_pptr_100,prop_present_100,prop_present_obs,auc_ppt,auc_ptr,fold
mhw,0.73,0.72,0.24,0.26,0.26,0.11,0.29,0.45,0.23,0.15,0.25,0.36,0.16,0.16,0.75,0.78,544
smc,0.77,0.75,0.22,0.26,0.31,0.39,0.31,0.27,0.24,0.29,0.27,0.24,0.15,0.15,0.71,0.76,544
mch,0.83,0.82,0.35,0.5,0.13,0.11,0.23,0.21,0.15,0.13,0.23,0.19,0.11,0.11,0.75,0.74,545
mhw,0.73,0.74,0.24,0.31,0.21,0.16,0.23,0.39,0.18,0.18,0.2,0.32,0.16,0.16,0.76,0.77,545
smc,0.76,0.73,0.31,0.4,0.32,0.38,0.33,0.29,0.24,0.28,0.29,0.26,0.15,0.15,0.72,0.77,545
mch,0.85,0.82,0.35,0.49,0.24,0.12,0.32,0.28,0.2,0.12,0.26,0.22,0.11,0.11,0.8,0.76,546
mhw,0.69,0.73,0.5,0.59,0.24,0.16,0.15,0.24,0.19,0.16,0.17,0.23,0.16,0.16,0.75,0.78,546
smc,0.76,0.74,0.41,0.52,0.28,0.39,0.31,0.54,0.2,0.29,0.28,0.41,0.15,0.15,0.75,0.79,546
mch,0.83,0.77,0.09,0.08,0.13,0.09,0.19,0.2,0.15,0.11,0.19,0.17,0.11,0.11,0.75,0.75,547
mhw,0.72,0.74,0.21,0.25,0.26,0.16,0.14,0.4,0.2,0.17,0.15,0.32,0.16,0.16,0.76,0.77,547
smc,0.75,0.72,0.34,0.45,0.32,0.36,0.36,0.32,0.25,0.27,0.31,0.28,0.15,0.15,0.71,0.78,547
mch,0.82,0.8,0.33,0.42,0.29,0.09,0.36,0.16,0.23,0.1,0.3,0.15,0.11,0.11,0.78,0.78,548
mhw,0.72,0.75,0.23,0.25,0.23,0.13,0.12,0.34,0.23,0.15,0.16,0.3,0.16,0.16,0.74,0.79,548
smc,0.79,0.77,0.28,0.38,0.12,0.47,0.25,0.14,0.14,0.32,0.23,0.13,0.15,0.15,0.78,0.81,548
mch,0.81,0.8,0.34,0.46,0.17,0.09,0.31,0.23,0.16,0.11,0.24,0.16,0.11,0.11,0.75,0.76,549
mhw,0.72,0.73,0.25,0.29,0.26,0.11,0.31,0.45,0.24,0.15,0.27,0.38,0.16,0.16,0.75,0.79,549
smc,0.77,0.76,0.23,0.25,0.31,0.36,0.3,0.16,0.24,0.29,0.27,0.17,0.15,0.15,0.71,0.78,549
mch,0.84,0.82,0.58,0.7,0.31,0.23,0.44,0.35,0.22,0.17,0.35,0.28,0.11,0.11,0.79,0.8,550
mhw,0.7,0.73,0.23,0.25,0.25,0.13,0.02,0.29,0.24,0.17,0.11,0.28,0.16,0.16,0.74,0.76,550
smc,0.77,0.75,0.74,0.82,0.61,0.61,0.57,0.59,0.48,0.47,0.48,0.49,0.15,0.15,0.77,0.79,550
mch,0.85,0.82,0.5,0.6,0.35,0.24,0.49,0.35,0.26,0.19,0.38,0.28,0.11,0.11,0.79,0.81,551
mhw,0.71,0.73,0.25,0.3,0.16,0.11,0.08,0.3,0.2,0.16,0.14,0.29,0.16,0.16,0.75,0.77,551
smc,0.78,0.75,0.55,0.62,0.51,0.6,0.24,0.28,0.41,0.48,0.25,0.25,0.15,0.15,0.78,0.83,551
mch,0.84,0.81,0.42,0.54,0.16,0.14,0.48,0.29,0.16,0.14,0.42,0.27,0.11,0.11,0.79,0.79,552
mhw,0.68,0.7,0.44,0.51,0.18,0.04,0.37,0.47,0.18,0.12,0.3,0.37,0.16,0.16,0.71,0.8,552
smc,0.78,0.76,0.43,0.57,0.54,0.32,0.33,0.37,0.4,0.23,0.25,0.31,0.15,0.15,0.79,0.81,552
mch,0.82,0.8,0.47,0.6,0.29,0.18,0.24,0.14,0.23,0.15,0.23,0.17,0.11,0.11,0.79,0.73,553
mhw,0.72,0.73,0.26,0.3,0.1,0.05,0.32,0.46,0.13,0.11,0.26,0.37,0.16,0.16,0.74,0.8,553
smc,0.78,0.75,0.71,0.81,0.58,0.62,0.41,0.42,0.43,0.46,0.34,0.35,0.15,0.15,0.78,0.82,553
mch,0.83,0.81,0.35,0.48,0.06,0.1,0.3,0.25,0.09,0.12,0.26,0.2,0.11,0.11,0.76,0.77,554
mhw,0.68,0.71,0.29,0.33,0.35,0.18,0.24,0.58,0.28,0.16,0.24,0.5,0.16,0.16,0.73,0.77,554
smc,0.77,0.75,0.31,0.38,0.17,0.54,0.22,0.25,0.17,0.45,0.21,0.22,0.15,0.15,0.8,0.84,554
mch,0.84,0.8,0.26,0.37,0.05,0.13,0.28,0.08,0.08,0.13,0.25,0.1,0.11,0.11,0.78,0.77,555
mhw,0.71,0.72,0.32,0.36,0.2,0.17,0.28,0.53,0.19,0.16,0.26,0.45,0.16,0.16,0.76,0.8,555
smc,0.77,0.74,0.32,0.42,0.26,0.56,0.2,0.25,0.2,0.44,0.2,0.22,0.15,0.15,0.78,0.84,555
mch,0.81,0.79,0.37,0.48,0.19,0.07,0.19,0.08,0.17,0.1,0.17,0.1,0.11,0.11,0.76,0.76,556
mhw,0.72,0.73,0.25,0.29,0.26,0.11,0.31,0.43,0.24,0.15,0.27,0.37,0.16,0.16,0.74,0.78,556
smc,0.77,0.76,0.24,0.27,0.3,0.35,0.29,0.16,0.23,0.28,0.26,0.17,0.15,0.15,0.72,0.78,556
mch,0.85,0.82,0.44,0.58,0.34,0.2,0.5,0.35,0.26,0.16,0.41,0.3,0.11,0.11,0.8,0.8,557
mhw,0.69,0.71,0.33,0.39,0.24,0.05,0.33,0.39,0.2,0.12,0.28,0.33,0.16,0.16,0.72,0.76,557
smc,0.77,0.74,0.34,0.43,0.6,0.24,0.52,0.43,0.46,0.2,0.4,0.36,0.15,0.15,0.78,0.8,557
mch,0.84,0.82,0.44,0.58,0.34,0.18,0.4,0.21,0.25,0.16,0.3,0.18,0.11,0.11,0.8,0.79,558
mhw,0.69,0.72,0.38,0.45,0.22,0.09,0.1,0.32,0.23,0.14,0.15,0.28,0.16,0.16,0.73,0.8,558
smc,0.77,0.74,0.51,0.6,0.51,0.35,0.39,0.44,0.4,0.3,0.33,0.37,0.15,0.15,0.79,0.81,558
mch,0.84,0.82,0.45,0.62,0.21,0.15,0.48,0.32,0.17,0.13,0.39,0.26,0.11,0.11,0.78,0.78,559
mhw,0.66,0.7,0.31,0.38,0.41,0.22,0.23,0.4,0.3,0.19,0.21,0.34,0.16,0.16,0.73,0.75,559
smc,0.76,0.74,0.44,0.52,0.18,0.5,0.24,0.49,0.21,0.44,0.24,0.42,0.15,0.15,0.79,0.83,559
mch,0.82,0.81,0.35,0.46,0.3,0.1,0.28,0.1,0.23,0.11,0.25,0.12,0.11,0.11,0.79,0.74,560
mhw,0.73,0.74,0.26,0.32,0.14,0.14,0.28,0.41,0.16,0.14,0.24,0.34,0.16,0.16,0.76,0.8,560
smc,0.78,0.75,0.46,0.61,0.4,0.61,0.34,0.39,0.3,0.43,0.28,0.31,0.15,0.15,0.78,0.81,560
mch,0.84,0.81,0.47,0.6,0.17,0.11,0.27,0.25,0.15,0.12,0.25,0.23,0.11,0.11,0.78,0.78,561
mhw,0.67,0.71,0.34,0.44,0.39,0.23,0.18,0.34,0.29,0.2,0.18,0.29,0.16,0.16,0.73,0.79,561
smc,0.77,0.75,0.46,0.54,0.28,0.51,0.3,0.55,0.26,0.45,0.29,0.48,0.15,0.15,0.79,0.82,561
mch,0.84,0.82,0.42,0.54,0.18,0.15,0.5,0.31,0.17,0.14,0.43,0.28,0.11,0.11,0.79,0.79,562
mhw,0.68,0.71,0.44,0.52,0.18,0.04,0.38,0.49,0.18,0.12,0.31,0.39,0.16,0.16,0.71,0.8,562
smc,0.78,0.76,0.44,0.58,0.54,0.33,0.35,0.38,0.4,0.23,0.26,0.31,0.15,0.15,0.79,0.81,562
mch,0.85,0.82,0.6,0.73,0.34,0.26,0.37,0.28,0.23,0.19,0.28,0.22,0.11,0.11,0.81,0.81,563
mhw,0.7,0.72,0.26,0.33,0.07,0.01,0.09,0.34,0.13,0.09,0.14,0.3,0.16,0.16,0.75,0.78,563
smc,0.77,0.74,0.46,0.54,0.61,0.36,0.52,0.47,0.49,0.3,0.42,0.39,0.15,0.15,0.75,0.78,563
mch,0.85,0.82,0.45,0.59,0.29,0.18,0.51,0.39,0.24,0.16,0.44,0.33,0.11,0.11,0.79,0.81,564
mhw,0.68,0.71,0.37,0.43,0.2,0.02,0.36,0.41,0.19,0.11,0.3,0.35,0.16,0.16,0.72,0.79,564
smc,0.78,0.75,0.33,0.44,0.54,0.23,0.31,0.36,0.39,0.18,0.24,0.3,0.15,0.15,0.8,0.82,564
mch,0.84,0.82,0.27,0.39,0.13,0.12,0.19,0.18,0.14,0.12,0.18,0.16,0.11,0.11,0.77,0.74,565
mhw,0.7,0.74,0.31,0.39,0.35,0.19,0.09,0.35,0.24,0.17,0.13,0.28,0.16,0.16,0.75,0.78,565
smc,0.76,0.73,0.35,0.46,0.29,0.34,0.33,0.46,0.22,0.26,0.3,0.35,0.15,0.15,0.72,0.78,565
mch,0.85,0.82,0.4,0.52,0.34,0.23,0.5,0.45,0.26,0.18,0.4,0.36,0.11,0.11,0.79,0.81,566
mhw,0.69,0.71,0.46,0.52,0.03,-0.03,0.44,0.44,0.14,0.1,0.36,0.36,0.16,0.16,0.74,0.8,566
smc,0.8,0.76,0.41,0.53,0.44,0.28,0.13,0.21,0.33,0.2,0.15,0.21,0.15,0.15,0.81,0.82,566
mch,0.85,0.82,0.49,0.59,0.36,0.24,0.51,0.37,0.26,0.19,0.39,0.29,0.11,0.11,0.79,0.81,567
mhw,0.71,0.73,0.28,0.34,0.1,0.05,0.12,0.32,0.17,0.13,0.15,0.3,0.16,0.16,0.75,0.77,567
smc,0.79,0.76,0.42,0.47,0.47,0.47,0.15,0.22,0.37,0.35,0.19,0.19,0.15,0.15,0.79,0.83,567
mch,0.82,0.8,0.6,0.71,0.23,0.18,0.34,0.28,0.18,0.15,0.3,0.24,0.11,0.11,0.78,0.76,568
mhw,0.7,0.73,0.24,0.27,0.35,0.12,0.18,0.52,0.28,0.16,0.19,0.41,0.16,0.16,0.72,0.78,568
smc,0.77,0.74,0.83,0.88,0.53,0.53,0.48,0.48,0.43,0.43,0.42,0.42,0.15,0.15,0.77,0.81,568
mch,0.84,0.81,0.3,0.36,0.05,0.1,0.48,0.26,0.1,0.12,0.41,0.22,0.11,0.11,0.8,0.78,569
mhw,0.71,0.73,0.21,0.24,0.12,0.12,0.16,0.52,0.13,0.13,0.17,0.4,0.16,0.16,0.76,0.8,569
smc,0.79,0.76,0.5,0.62,0.3,0.57,0.32,0.4,0.24,0.42,0.26,0.33,0.15,0.15,0.8,0.81,569
mch,0.84,0.81,0.4,0.51,0.31,0.17,0.44,0.33,0.23,0.15,0.34,0.26,0.11,0.11,0.78,0.79,570
mhw,0.71,0.72,0.32,0.36,0.15,0.05,0.25,0.33,0.19,0.13,0.24,0.3,0.16,0.16,0.75,0.79,570
smc,0.8,0.76,0.38,0.42,0.33,0.39,0.12,0.2,0.28,0.29,0.16,0.18,0.15,0.15,0.8,0.83,570
mch,0.84,0.81,0.39,0.51,0.23,0.17,0.36,0.43,0.21,0.15,0.31,0.36,0.11,0.11,0.78,0.78,571
mhw,0.7,0.72,0.39,0.43,0.03,0,0.38,0.44,0.14,0.12,0.31,0.36,0.16,0.16,0.74,0.81,571
smc,0.8,0.77,0.49,0.6,0.3,0.3,0.12,0.17,0.24,0.22,0.15,0.2,0.15,0.15,0.81,0.83,571
mch,0.83,0.81,0.56,0.69,0.24,0.17,0.34,0.29,0.2,0.17,0.34,0.28,0.11,0.11,0.78,0.75,572
mhw,0.69,0.71,0.37,0.46,0.08,0.08,0.29,0.54,0.15,0.14,0.25,0.45,0.16,0.16,0.76,0.78,572
smc,0.77,0.74,0.45,0.59,0.59,0.42,0.53,0.45,0.48,0.33,0.4,0.37,0.15,0.15,0.77,0.8,572
mch,0.84,0.82,0.36,0.46,0.15,0.11,0.41,0.31,0.14,0.12,0.32,0.23,0.11,0.11,0.78,0.78,573
mhw,0.71,0.73,0.27,0.34,0.27,0.09,0.19,0.52,0.22,0.13,0.19,0.42,0.16,0.16,0.75,0.79,573
smc,0.8,0.76,0.21,0.21,0.15,0.5,0.25,0.3,0.15,0.4,0.22,0.25,0.15,0.15,0.79,0.79,573
mch,0.83,0.82,0.38,0.53,0.08,0.1,0.26,0.28,0.11,0.12,0.22,0.24,0.11,0.11,0.76,0.77,574
mhw,0.67,0.7,0.29,0.36,0.37,0.21,0.21,0.49,0.29,0.19,0.21,0.41,0.16,0.16,0.73,0.77,574
smc,0.77,0.76,0.25,0.27,0.1,0.5,0.27,0.21,0.14,0.43,0.24,0.2,0.15,0.15,0.8,0.84,574
mch,0.82,0.81,0.29,0.42,0.12,0.11,0.25,0.28,0.15,0.13,0.22,0.21,0.11,0.11,0.75,0.76,575
mhw,0.73,0.73,0.25,0.29,0.25,0.11,0.27,0.45,0.23,0.16,0.24,0.36,0.16,0.16,0.75,0.79,575
smc,0.77,0.76,0.19,0.2,0.3,0.38,0.28,0.19,0.23,0.29,0.25,0.2,0.15,0.15,0.72,0.76,575
mch,0.85,0.82,0.41,0.56,0.26,0.13,0.47,0.3,0.23,0.14,0.39,0.26,0.11,0.11,0.78,0.79,576
mhw,0.68,0.7,0.33,0.38,0.28,0.06,0.33,0.43,0.22,0.13,0.27,0.36,0.16,0.16,0.72,0.78,576
smc,0.77,0.74,0.41,0.52,0.57,0.27,0.45,0.43,0.44,0.23,0.36,0.36,0.15,0.15,0.77,0.8,576
mch,0.83,0.82,0.46,0.59,0.15,0.09,0.29,0.35,0.16,0.12,0.26,0.28,0.11,0.11,0.77,0.76,577
mhw,0.74,0.74,0.25,0.3,0.25,0.14,0.23,0.44,0.21,0.17,0.2,0.35,0.16,0.16,0.77,0.77,577
smc,0.78,0.77,0.33,0.42,0.16,0.39,0.27,0.19,0.14,0.33,0.25,0.2,0.15,0.15,0.79,0.78,577
mch,0.84,0.82,0.46,0.59,0.16,0.1,0.42,0.44,0.15,0.12,0.34,0.33,0.11,0.11,0.78,0.78,578
mhw,0.71,0.73,0.34,0.44,0.3,0.07,0.27,0.55,0.22,0.13,0.24,0.45,0.16,0.16,0.75,0.78,578
smc,0.77,0.75,0.5,0.63,0.34,0.27,0.27,0.3,0.27,0.21,0.23,0.27,0.15,0.15,0.78,0.81,578
mch,0.84,0.81,0.38,0.51,0.27,0.17,0.4,0.21,0.22,0.15,0.34,0.17,0.11,0.11,0.79,0.77,579
mhw,0.72,0.73,0.21,0.26,0.03,0.1,0.22,0.45,0.1,0.13,0.21,0.35,0.16,0.16,0.77,0.79,579
smc,0.78,0.76,0.43,0.55,0.28,0.6,0.35,0.43,0.22,0.43,0.27,0.35,0.15,0.15,0.79,0.82,579
mch,0.84,0.81,0.31,0.4,0.05,0.1,0.43,0.18,0.1,0.12,0.34,0.15,0.11,0.11,0.79,0.78,580
mhw,0.71,0.73,0.26,0.31,0.1,0.13,0.26,0.5,0.12,0.13,0.23,0.4,0.16,0.16,0.76,0.79,580
smc,0.79,0.76,0.46,0.58,0.3,0.55,0.28,0.38,0.24,0.41,0.23,0.3,0.15,0.15,0.8,0.8,580
mch,0.82,0.8,0.51,0.64,0.29,0.2,0.32,0.22,0.23,0.16,0.28,0.21,0.11,0.11,0.78,0.74,581
mhw,0.71,0.73,0.27,0.32,0.13,0.02,0.32,0.48,0.14,0.09,0.27,0.38,0.16,0.16,0.73,0.79,581
smc,0.78,0.75,0.7,0.8,0.53,0.58,0.4,0.43,0.4,0.44,0.33,0.36,0.15,0.15,0.78,0.81,581
mch,0.83,0.81,0.36,0.47,0.27,0.09,0.31,0.09,0.19,0.1,0.23,0.11,0.11,0.11,0.78,0.78,582
mhw,0.7,0.72,0.27,0.28,0.21,0.15,0.27,0.38,0.21,0.18,0.24,0.34,0.16,0.16,0.74,0.76,582
smc,0.78,0.74,0.6,0.68,0.44,0.57,0.28,0.27,0.37,0.48,0.27,0.25,0.15,0.15,0.78,0.82,582
mch,0.84,0.82,0.37,0.48,0.04,0.08,0.39,0.24,0.09,0.1,0.34,0.2,0.11,0.11,0.75,0.77,583
mhw,0.71,0.72,0.33,0.4,0.17,0.17,0.28,0.49,0.16,0.16,0.25,0.41,0.16,0.16,0.77,0.8,583
smc,0.78,0.75,0.59,0.71,0.49,0.53,0.28,0.34,0.35,0.41,0.24,0.28,0.15,0.15,0.79,0.83,583
mch,0.84,0.82,0.32,0.43,0.17,0.09,0.42,0.27,0.14,0.1,0.3,0.21,0.11,0.11,0.79,0.79,584
mhw,0.7,0.72,0.25,0.3,0.24,0.08,0.19,0.49,0.21,0.11,0.18,0.39,0.16,0.16,0.74,0.79,584
smc,0.79,0.73,0.27,0.34,0.2,0.48,0.22,0.33,0.18,0.37,0.2,0.27,0.15,0.15,0.8,0.8,584
mch,0.84,0.82,0.52,0.64,0.19,0.13,0.44,0.38,0.18,0.13,0.35,0.3,0.11,0.11,0.78,0.77,585
mhw,0.72,0.74,0.31,0.38,0.28,0.11,0.16,0.44,0.22,0.14,0.18,0.38,0.16,0.16,0.75,0.75,585
smc,0.79,0.76,0.46,0.57,0.2,0.31,0.22,0.33,0.19,0.25,0.19,0.28,0.15,0.15,0.79,0.82,585
mch,0.81,0.79,0.26,0.36,0.14,0.14,0.19,0.24,0.16,0.13,0.2,0.18,0.11,0.11,0.75,0.75,586
mhw,0.72,0.73,0.24,0.27,0.26,0.11,0.3,0.44,0.23,0.15,0.26,0.36,0.16,0.16,0.75,0.78,586
smc,0.77,0.76,0.22,0.25,0.31,0.37,0.31,0.27,0.25,0.28,0.27,0.23,0.15,0.15,0.7,0.76,586
mch,0.84,0.82,0.48,0.61,0.18,0.13,0.33,0.29,0.16,0.13,0.29,0.25,0.11,0.11,0.78,0.79,587
mhw,0.68,0.72,0.28,0.34,0.34,0.18,0.08,0.31,0.26,0.18,0.13,0.27,0.16,0.16,0.74,0.78,587
smc,0.77,0.75,0.55,0.63,0.4,0.57,0.36,0.59,0.34,0.47,0.34,0.5,0.15,0.15,0.78,0.82,587
mch,0.84,0.82,0.59,0.7,0.29,0.22,0.4,0.33,0.21,0.17,0.33,0.28,0.11,0.11,0.79,0.79,588
mhw,0.7,0.73,0.23,0.25,0.26,0.14,0.05,0.31,0.24,0.17,0.13,0.29,0.16,0.16,0.74,0.77,588
smc,0.77,0.75,0.73,0.81,0.6,0.6,0.56,0.6,0.48,0.47,0.47,0.5,0.15,0.15,0.77,0.79,588
mch,0.84,0.82,0.41,0.57,0.33,0.17,0.39,0.2,0.25,0.15,0.31,0.16,0.11,0.11,0.79,0.78,589
mhw,0.69,0.71,0.29,0.33,0.19,0.19,0.29,0.38,0.19,0.19,0.26,0.34,0.16,0.16,0.74,0.78,589
smc,0.77,0.74,0.61,0.7,0.43,0.57,0.32,0.48,0.37,0.48,0.31,0.42,0.15,0.15,0.78,0.81,589
mch,0.84,0.81,0.38,0.51,0.04,0.09,0.27,0.18,0.08,0.11,0.26,0.16,0.11,0.11,0.76,0.77,590
mhw,0.69,0.72,0.29,0.32,0.33,0.17,0.24,0.58,0.27,0.16,0.24,0.5,0.16,0.16,0.73,0.78,590
smc,0.77,0.74,0.36,0.45,0.25,0.58,0.22,0.26,0.22,0.47,0.21,0.23,0.15,0.15,0.79,0.84,590
mch,0.83,0.81,0.4,0.53,0.04,0.09,0.33,0.23,0.09,0.11,0.3,0.19,0.11,0.11,0.76,0.77,591
mhw,0.7,0.72,0.33,0.35,0.24,0.12,0.27,0.58,0.22,0.13,0.27,0.5,0.16,0.16,0.74,0.79,591
smc,0.77,0.74,0.5,0.6,0.41,0.58,0.26,0.28,0.32,0.46,0.23,0.24,0.15,0.15,0.79,0.84,591
mch,0.83,0.81,0.43,0.59,0.31,0.16,0.51,0.27,0.22,0.13,0.39,0.2,0.11,0.11,0.79,0.79,592
mhw,0.67,0.72,0.28,0.33,0.22,0.19,0.22,0.41,0.18,0.17,0.2,0.34,0.16,0.16,0.74,0.77,592
smc,0.77,0.75,0.6,0.69,0.37,0.56,0.36,0.55,0.34,0.47,0.34,0.49,0.15,0.15,0.78,0.83,592
mch,0.83,0.81,0.36,0.48,0.16,0.12,0.43,0.33,0.15,0.12,0.33,0.24,0.11,0.11,0.77,0.78,593
mhw,0.72,0.73,0.28,0.35,0.24,0.1,0.2,0.46,0.21,0.15,0.2,0.39,0.16,0.16,0.75,0.79,593
smc,0.79,0.77,0.16,0.15,0.27,0.38,0.3,0.17,0.2,0.3,0.26,0.19,0.15,0.15,0.76,0.78,593
mch,0.82,0.81,0.51,0.63,0.29,0.19,0.42,0.31,0.23,0.17,0.34,0.25,0.11,0.11,0.78,0.77,594
mhw,0.7,0.73,0.24,0.26,0.33,0.06,0.23,0.45,0.26,0.12,0.22,0.36,0.16,0.16,0.71,0.8,594
smc,0.78,0.75,0.72,0.81,0.54,0.59,0.42,0.44,0.41,0.45,0.35,0.37,0.15,0.15,0.78,0.81,594
mch,0.84,0.81,0.41,0.53,0.25,0.16,0.41,0.22,0.18,0.13,0.31,0.18,0.11,0.11,0.8,0.78,595
mhw,0.71,0.73,0.32,0.36,0.14,0.02,0.28,0.47,0.17,0.09,0.25,0.39,0.16,0.16,0.73,0.78,595
smc,0.77,0.74,0.53,0.65,0.34,0.46,0.28,0.34,0.26,0.35,0.24,0.29,0.15,0.15,0.8,0.81,595
mch,0.83,0.82,0.39,0.51,0.15,0.11,0.4,0.33,0.14,0.12,0.32,0.24,0.11,0.11,0.76,0.77,596
mhw,0.73,0.73,0.29,0.37,0.22,0.08,0.24,0.5,0.2,0.14,0.22,0.4,0.16,0.16,0.76,0.8,596
smc,0.79,0.78,0.18,0.17,0.26,0.4,0.32,0.2,0.19,0.32,0.26,0.21,0.15,0.15,0.76,0.78,596
mch,0.83,0.8,0.58,0.7,0.29,0.21,0.46,0.37,0.24,0.2,0.42,0.33,0.11,0.11,0.8,0.76,597
mhw,0.69,0.71,0.48,0.58,0.1,0.12,0.34,0.52,0.16,0.16,0.29,0.43,0.16,0.16,0.76,0.78,597
smc,0.78,0.75,0.48,0.61,0.57,0.45,0.4,0.41,0.47,0.35,0.3,0.32,0.15,0.15,0.78,0.82,597
mch,0.82,0.81,0.54,0.66,0.25,0.18,0.37,0.3,0.2,0.15,0.32,0.25,0.11,0.11,0.78,0.77,598
mhw,0.7,0.73,0.26,0.3,0.33,0.1,0.27,0.52,0.26,0.14,0.24,0.41,0.16,0.16,0.72,0.8,598
smc,0.78,0.75,0.74,0.83,0.52,0.55,0.41,0.43,0.41,0.43,0.35,0.36,0.15,0.15,0.78,0.81,598
mch,0.85,0.82,0.44,0.56,0.36,0.24,0.52,0.44,0.28,0.19,0.41,0.35,0.11,0.11,0.79,0.81,599
mhw,0.7,0.72,0.38,0.43,0.09,0.01,0.39,0.43,0.16,0.11,0.32,0.35,0.16,0.16,0.76,0.8,599
smc,0.79,0.76,0.38,0.5,0.44,0.27,0.14,0.23,0.33,0.2,0.16,0.22,0.15,0.15,0.8,0.83,599
mch,0.84,0.81,0.31,0.41,0.18,0.14,0.39,0.13,0.15,0.12,0.32,0.13,0.11,0.11,0.8,0.78,600
mhw,0.71,0.73,0.27,0.31,0.03,0.1,0.25,0.45,0.1,0.12,0.23,0.36,0.16,0.16,0.76,0.79,600
smc,0.78,0.76,0.5,0.65,0.34,0.55,0.39,0.42,0.25,0.4,0.3,0.34,0.15,0.15,0.8,0.81,600
mch,0.83,0.81,0.37,0.48,0.29,0.15,0.39,0.28,0.21,0.14,0.3,0.22,0.11,0.11,0.78,0.78,601
mhw,0.71,0.72,0.32,0.35,0.16,0.08,0.22,0.33,0.21,0.15,0.23,0.31,0.16,0.16,0.74,0.78,601
smc,0.79,0.76,0.39,0.44,0.37,0.5,0.09,0.07,0.32,0.39,0.15,0.12,0.15,0.15,0.79,0.83,601
mch,0.84,0.82,0.42,0.54,0.24,0.17,0.4,0.39,0.18,0.14,0.3,0.29,0.11,0.11,0.8,0.79,602
mhw,0.71,0.72,0.3,0.34,0.18,0.09,0.24,0.46,0.18,0.12,0.23,0.38,0.16,0.16,0.75,0.79,602
smc,0.8,0.76,0.25,0.27,0.16,0.34,0.2,0.17,0.17,0.27,0.2,0.18,0.15,0.15,0.79,0.8,602
mch,0.84,0.82,0.37,0.5,0.24,0.17,0.35,0.16,0.2,0.14,0.32,0.15,0.11,0.11,0.79,0.77,603
mhw,0.72,0.73,0.21,0.25,0.03,0.1,0.21,0.44,0.1,0.13,0.21,0.35,0.16,0.16,0.77,0.78,603
smc,0.78,0.76,0.42,0.53,0.26,0.6,0.33,0.42,0.21,0.43,0.26,0.34,0.15,0.15,0.79,0.82,603
mch,0.8,0.78,0.42,0.53,0.21,0.09,0.21,0.06,0.17,0.11,0.19,0.1,0.11,0.11,0.75,0.77,604
mhw,0.72,0.73,0.27,0.3,0.25,0.11,0.31,0.45,0.24,0.15,0.28,0.38,0.16,0.16,0.74,0.78,604
smc,0.77,0.76,0.24,0.28,0.3,0.35,0.29,0.2,0.24,0.28,0.27,0.18,0.15,0.15,0.72,0.79,604
mch,0.84,0.81,0.23,0.32,0.13,0.1,0.15,0.17,0.15,0.11,0.16,0.16,0.11,0.11,0.76,0.74,605
mhw,0.7,0.74,0.32,0.41,0.36,0.2,0.04,0.27,0.26,0.18,0.1,0.23,0.16,0.16,0.75,0.76,605
smc,0.77,0.74,0.35,0.46,0.31,0.34,0.37,0.37,0.23,0.26,0.3,0.3,0.15,0.15,0.72,0.78,605
mch,0.86,0.81,0.26,0.36,0.17,0.08,0.46,0.33,0.14,0.1,0.34,0.24,0.11,0.11,0.78,0.79,606
mhw,0.71,0.74,0.22,0.2,0.06,0.14,0.09,0.42,0.09,0.15,0.12,0.33,0.16,0.16,0.77,0.8,606
smc,0.77,0.74,0.48,0.59,0.28,0.45,0.33,0.4,0.21,0.33,0.26,0.33,0.15,0.15,0.77,0.82,606
mch,0.84,0.82,0.44,0.57,0.15,0.09,0.33,0.33,0.15,0.12,0.27,0.25,0.11,0.11,0.77,0.77,607
mhw,0.74,0.73,0.27,0.33,0.25,0.09,0.3,0.47,0.22,0.14,0.25,0.38,0.16,0.16,0.77,0.78,607
smc,0.78,0.76,0.27,0.34,0.29,0.43,0.34,0.27,0.21,0.35,0.29,0.26,0.15,0.15,0.75,0.8,607
mch,0.84,0.8,0.09,0.07,0.32,0.03,0.46,0.01,0.24,0.07,0.37,0.06,0.11,0.11,0.79,0.79,608
mhw,0.68,0.71,0.28,0.32,0.2,0.18,0.23,0.41,0.18,0.18,0.21,0.34,0.16,0.16,0.74,0.77,608
smc,0.77,0.74,0.58,0.68,0.39,0.57,0.33,0.56,0.34,0.48,0.33,0.48,0.15,0.15,0.78,0.82,608
mch,0.85,0.83,0.43,0.58,0.28,0.17,0.43,0.25,0.22,0.15,0.35,0.2,0.11,0.11,0.79,0.77,609
mhw,0.7,0.72,0.24,0.23,0.04,0.07,0.08,0.4,0.11,0.12,0.12,0.32,0.16,0.16,0.77,0.79,609
smc,0.78,0.74,0.5,0.62,0.51,0.37,0.34,0.36,0.38,0.3,0.28,0.31,0.15,0.15,0.79,0.81,609
mch,0.84,0.82,0.3,0.44,0.11,0.11,0.15,0.21,0.14,0.12,0.16,0.18,0.11,0.11,0.75,0.75,610
mhw,0.7,0.74,0.3,0.38,0.37,0.19,0.06,0.32,0.26,0.18,0.11,0.26,0.16,0.16,0.75,0.77,610
